"Case","Case_Number","Anode_In_Flow","Anode_In_H2_mole_frac","Anode_In_N2_mole_frac","Anode_In_H2Ovap_mole_frac","Anode_In_H2Oliq_mole_frac","Anode_In_Dew_Temperature","Cathode_In_Flow","Cathode_In_O2_mole_frca","Cathode_In_N2_mole_frac","Cathode_In_H2Ovap_mole_frac","Cathode_In_H2Oliq_mole_frac","Cathode_In_Dew_Temperature","Coolant_In_Flow"
179,2.0,1.1915976,0.8629607,0.025764858,0.11127447,0.0,58.676506,36.265648,0.19132009,0.71771646,0.09096345,0.0,60.408775,79.25027
180,2.0,1.2298547,0.79748833,0.061853055,0.14065859,0.0,65.83868,20.760424,0.19849077,0.74461645,0.056892753,0.0,43.889244,80.69156
181,2.0,0.7864014,0.8992901,0.03483759,0.065872334,0.0,48.173393,37.46535,0.1807413,0.6780312,0.14122748,0.0,60.80581,76.86439
182,2.0,1.4378059,0.8489378,0.07080472,0.080257446,0.0,45.773125,33.869816,0.18732692,0.7027365,0.10993657,0.0,50.77227,79.405
183,2.0,0.6515477,0.93791354,0.007577916,0.05450855,0.0,43.136528,19.081575,0.18249707,0.6846178,0.13288511,0.0,62.612602,86.473366
184,2.0,1.8614202,0.81935424,0.02397527,0.15667048,0.0,64.87017,24.892263,0.18919161,0.7097317,0.10107669,0.0,60.5552,80.84373
185,2.0,3.0679452,0.7507671,0.10042655,0.14880633,0.0,64.3738,23.611801,0.17269567,0.6478489,0.17945541,0.0,61.29177,75.124275
186,2.0,2.9503922,0.7006511,0.22513145,0.07421744,0.0,47.384422,34.087,0.20029807,0.75139636,0.048305538,0.0,46.026756,93.88192
187,2.0,1.1663412,0.9325695,0.0039117513,0.06351873,0.0,49.755424,46.333744,0.19719781,0.73976606,0.063036144,0.0,51.043236,89.43128
188,2.0,0.734972,0.90204805,0.009761075,0.08819088,0.0,50.505028,13.727183,0.19018602,0.7134621,0.096351825,0.0,58.25521,81.26295
189,2.0,2.6279967,0.7865379,0.058032066,0.15543005,0.0,60.54638,16.956383,0.20019814,0.7510215,0.048780374,0.0,43.413048,91.53993
190,2.0,0.9978632,0.89515847,0.030823046,0.074018456,0.0,55.483757,31.195644,0.1816622,0.68148595,0.13685188,0.0,67.32632,89.235245
191,2.0,1.5111896,0.9083626,0.02536268,0.06627471,0.0,52.303856,16.18344,0.17633699,0.661509,0.16215402,0.0,67.88894,80.41039
192,2.0,2.4578593,0.8298029,0.077558115,0.092638984,0.0,50.55419,52.590553,0.16455893,0.6173249,0.2181162,0.0,64.998375,74.50059
193,2.0,2.0415905,0.8763771,0.027279232,0.09634366,0.0,58.034813,21.067932,0.19198851,0.72022396,0.08778751,0.0,46.629112,86.885315
194,2.0,2.9005156,0.7598912,0.1340012,0.10610757,0.0,65.13323,12.180588,0.196029,0.7353814,0.068589546,0.0,48.340813,87.15539
195,2.0,0.8903345,0.8823762,0.0025836336,0.115040176,0.0,64.072014,45.513054,0.19854496,0.74481976,0.056635246,0.0,47.907585,76.1746
196,2.0,1.7630523,0.88951635,0.03084001,0.079643644,0.0,55.311302,27.17245,0.17632417,0.6614609,0.16221495,0.0,65.06725,91.09117
197,2.0,2.3534973,0.77550983,0.17702955,0.04746063,0.0,42.361107,31.89998,0.19341008,0.7255568,0.08103312,0.0,52.61727,90.29692
198,2.0,2.9360778,0.85701245,0.05184681,0.09114076,0.0,51.17977,30.29048,0.20034814,0.7515842,0.04806766,0.0,43.774437,84.34845
199,2.0,0.84403163,0.8788571,0.032874413,0.08826852,0.0,47.317314,28.271566,0.1867444,0.7005513,0.112704314,0.0,53.07891,90.70506
200,2.0,1.3784014,0.8356511,0.10059973,0.063749194,0.0,46.702354,16.404533,0.1984129,0.7443243,0.05726275,0.0,49.952538,75.41401
201,2.0,2.2419379,0.76704144,0.036328375,0.19663018,0.0,66.94988,21.73548,0.18733859,0.7027803,0.10988111,0.0,49.080406,87.651726
202,2.0,3.3138905,0.8000427,0.054929495,0.14502783,0.0,63.461174,32.758068,0.18632586,0.69898117,0.11469296,0.0,64.89944,93.072044
203,2.0,1.3013976,0.93335146,0.022635568,0.044012956,0.0,46.919823,16.50096,0.19802263,0.7428603,0.05911705,0.0,47.728996,89.85563
204,2.0,4.127116,0.6386639,0.1938508,0.1674853,0.0,64.15258,27.474585,0.1714922,0.64333427,0.1851735,0.0,73.79842,74.39002
205,2.0,1.0066245,0.9374546,0.0065848227,0.05596059,0.0,40.432823,20.906132,0.1882709,0.7062777,0.1054514,0.0,54.391167,87.36323
206,2.0,0.83744186,0.8589525,0.0673972,0.07365026,0.0,51.920067,20.440794,0.20041601,0.7518388,0.04774516,0.0,43.143883,79.06671
207,2.0,2.6738355,0.8309191,0.056488186,0.112592705,0.0,60.32067,22.746542,0.20095727,0.75386924,0.045173503,0.0,34.261223,83.744446
208,2.0,6.5557456,0.7166116,0.2048876,0.078500785,0.0,48.82299,27.09217,0.18994059,0.7125414,0.09751803,0.0,60.661522,81.43273
209,2.0,0.894348,0.8724844,0.03605611,0.09145952,0.0,52.78341,29.663855,0.1839269,0.6899817,0.12609144,0.0,62.37298,80.747635
210,2.0,1.4056145,0.9001949,0.0053239893,0.09448111,0.0,61.840965,19.242695,0.19541514,0.73307854,0.071506314,0.0,43.55813,84.93893
211,2.0,1.1732936,0.8802109,0.012048745,0.10774036,0.0,63.38601,21.447708,0.16438049,0.61665547,0.21896404,0.0,66.600334,91.32918
212,2.0,0.8800286,0.8877523,0.014932607,0.09731508,0.0,52.135246,14.820188,0.17831476,0.6689284,0.15275685,0.0,66.25524,74.83054
213,2.0,1.6889148,0.80258507,0.08115451,0.11626042,0.0,65.96493,15.156347,0.1817944,0.68198186,0.13622375,0.0,52.77767,78.14447
214,2.0,2.7616928,0.69799787,0.1818496,0.12015255,0.0,60.015648,34.40886,0.18851754,0.707203,0.104279466,0.0,52.022514,87.35111
215,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,2.0,4.460596,0.75992596,0.17474228,0.06533174,0.0,48.866417,25.569242,0.16910064,0.63436264,0.19653673,0.0,64.18993,79.37936
217,2.0,2.219612,0.7130945,0.19401853,0.09288701,0.0,49.846275,36.802547,0.17832996,0.66898537,0.15268466,0.0,60.579216,87.22142
218,2.0,1.0664529,0.8233147,0.005929796,0.17075548,0.0,66.12411,22.83422,0.18930666,0.7101633,0.10053007,0.0,50.75335,89.633125
219,2.0,2.1692946,0.8136775,0.042644784,0.14367774,0.0,59.296257,30.723532,0.18792705,0.7049878,0.10708511,0.0,54.281303,84.25485
220,2.0,4.096733,0.77793634,0.1638315,0.058232144,0.0,51.55355,38.86424,0.16667233,0.6252531,0.20807461,0.0,63.210625,91.49479
221,3.0,1.9509957,0.83177906,0.053145684,0.115075275,0.0,62.98919,41.57384,0.19297773,0.7239349,0.08308738,0.0,51.82949,102.768105
222,3.0,4.221608,0.8019634,0.120197624,0.077839,0.0,58.68432,24.538612,0.15980959,0.5995082,0.24068215,0.0,70.75262,117.42003
223,3.0,5.0036926,0.7851914,0.15005262,0.06475595,0.0,49.727165,32.057125,0.20489998,0.76865995,0.02644009,0.0,32.779716,101.43753
224,3.0,1.5275315,0.9259363,0.009820386,0.06424334,0.0,52.7228,27.790276,0.1949487,0.7313288,0.073722534,0.0,52.003593,112.88703
225,3.0,1.6480312,0.9218073,0.0020863442,0.076106355,0.0,56.07177,35.363823,0.18639442,0.69923836,0.114367224,0.0,56.77511,108.52866
226,3.0,2.7026734,0.7719971,0.10192825,0.12607467,0.0,59.801598,21.482983,0.19708952,0.73935986,0.063550614,0.0,41.791588,107.63153
227,3.0,1.6306734,0.9044087,0.0021514134,0.0934399,0.0,55.497368,50.891605,0.19081452,0.7158199,0.09336557,0.0,57.736717,102.66444
228,3.0,4.2117176,0.70341355,0.15944129,0.13714519,0.0,70.11285,33.29619,0.18830794,0.70641667,0.10527538,0.0,61.796593,102.19378
229,3.0,5.4037595,0.8804211,0.04660663,0.07297229,0.0,50.981987,48.96133,0.192606,0.7225404,0.08485363,0.0,55.74859,114.96183
230,3.0,1.3099115,0.9054517,0.009182946,0.08536532,0.0,52.378197,49.774483,0.19972908,0.74926186,0.05100903,0.0,45.720573,112.36302
231,3.0,3.0940943,0.8460103,0.047411975,0.10657769,0.0,56.499565,59.9783,0.16994897,0.637545,0.19250602,0.0,65.58486,108.22407
232,3.0,1.8918654,0.8928437,0.02949582,0.077660434,0.0,52.129356,60.02377,0.19653678,0.73728627,0.06617697,0.0,50.264915,107.007996
233,3.0,3.1681209,0.8003246,0.02402485,0.17565054,0.0,67.14361,85.75947,0.17720023,0.6647473,0.15805247,0.0,64.985435,116.28657
234,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,3.0,11.172708,0.63031334,0.22008446,0.1496022,0.0,61.650078,39.246155,0.17601207,0.6602901,0.16369782,0.0,64.97613,99.92464
236,3.0,2.64402,0.8405626,0.09756263,0.0618748,0.0,49.45391,70.214066,0.1560435,0.5853802,0.2585763,0.0,72.98937,107.12661
237,3.0,10.35754,0.66802996,0.1703884,0.16158164,0.0,65.746605,51.84549,0.1872507,0.7024506,0.110298716,0.0,50.536186,103.00169
238,3.0,7.7516866,0.81566375,0.08611543,0.09822081,0.0,62.62371,25.553774,0.19325782,0.72498566,0.081756525,0.0,55.461143,105.50013
239,3.0,2.746802,0.8666411,0.09236999,0.040988937,0.0,45.563103,28.932896,0.19548713,0.7333486,0.07116428,0.0,52.70788,109.455444
240,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,3.0,5.7370987,0.68467945,0.21017243,0.10514812,0.0,54.54882,78.46394,0.18736537,0.70288074,0.10975388,0.0,51.568016,111.26534
242,3.0,1.5986588,0.8515506,0.012213301,0.1362361,0.0,63.48757,32.053387,0.2003742,0.7516819,0.047943853,0.0,41.833763,115.436165
243,3.0,4.42825,0.8514959,0.007991357,0.14051272,0.0,63.839104,65.22247,0.19672006,0.73797387,0.06530605,0.0,52.539696,99.04093
244,3.0,2.4553642,0.84911007,0.100073844,0.050816108,0.0,47.417747,42.38906,0.20081668,0.75334185,0.04584149,0.0,44.438896,110.43572
245,3.0,2.224292,0.84258246,0.026565146,0.13085239,0.0,59.734184,24.472666,0.19701073,0.7390643,0.063925005,0.0,44.458336,116.8145
246,3.0,3.9113772,0.90229124,0.009602843,0.088105924,0.0,59.93258,32.822685,0.13723761,0.5148319,0.3479305,0.0,75.31255,112.84419
247,3.0,2.485607,0.85235816,0.010464552,0.13717727,0.0,59.239708,91.86645,0.19285743,0.7234836,0.08365896,0.0,56.440086,97.77393
248,3.0,1.1020664,0.93097633,0.025412507,0.043611143,0.0,42.928215,55.52209,0.16991368,0.6374126,0.19267368,0.0,68.57928,111.12104
249,3.0,8.811392,0.7522872,0.17748618,0.07022664,0.0,49.84771,99.547325,0.17660266,0.6625056,0.1608917,0.0,68.62948,102.65184
250,3.0,5.3298554,0.8127797,0.0739335,0.11328677,0.0,60.612144,65.493095,0.18790182,0.7048932,0.10720502,0.0,50.94906,108.106895
251,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,3.0,12.033617,0.6969328,0.27588135,0.027185857,0.0,37.83996,55.90992,0.17733605,0.66525686,0.15740709,0.0,60.715324,100.708534
254,3.0,1.8259851,0.8439195,0.08846239,0.0676181,0.0,52.256737,30.271852,0.16938485,0.6354288,0.19518635,0.0,65.837975,111.434875
255,3.0,2.9447489,0.78874695,0.072167784,0.13908528,0.0,58.08831,50.060703,0.19260035,0.7225192,0.084880464,0.0,56.554466,108.84262
256,3.0,2.9561718,0.8666064,0.003812385,0.12958123,0.0,62.799644,73.39289,0.19195317,0.72009134,0.0879555,0.0,55.60363,107.733955
257,3.0,2.2706048,0.8974752,0.061146103,0.041378707,0.0,44.880272,93.61476,0.18631402,0.6989367,0.11474927,0.0,61.854332,112.33376
258,3.0,1.8201647,0.8440406,0.029224832,0.12673457,0.0,59.40316,38.695873,0.1800545,0.6754548,0.14449067,0.0,65.99459,103.02521
259,3.0,3.754676,0.87939656,0.049510885,0.07109253,0.0,47.854607,37.942085,0.20350394,0.7634228,0.033073258,0.0,37.901085,111.44386
260,3.0,4.3287234,0.7315777,0.09985329,0.16856901,0.0,63.074028,29.999441,0.18831973,0.7064609,0.10521936,0.0,54.71853,99.80438
261,3.0,1.3198748,0.8829705,0.04534492,0.07168456,0.0,54.046867,69.32331,0.18402977,0.6903676,0.12560263,0.0,55.67019,103.84126
262,3.0,1.6192839,0.83636236,0.0039225896,0.15971503,0.0,67.43539,52.813652,0.17444034,0.6543939,0.17116576,0.0,64.89974,103.798
263,3.0,3.1647184,0.7923831,0.119976364,0.08764057,0.0,60.794,45.348988,0.17019682,0.6384748,0.19132838,0.0,71.93554,102.93168
264,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,3.0,2.0003648,0.88618886,0.043874543,0.06993658,0.0,50.666405,54.624344,0.19896068,0.74637926,0.054660067,0.0,39.70809,112.08207
266,3.0,3.8437936,0.8511432,0.026245723,0.12261109,0.0,65.07055,65.61486,0.16910933,0.63439524,0.19649544,0.0,73.41122,111.86744
267,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
268,3.0,1.8803623,0.8731506,0.021225784,0.105623595,0.0,61.94213,29.877333,0.18650115,0.6996387,0.113860145,0.0,53.646324,97.50308
269,3.0,8.752064,0.6801362,0.24481072,0.07505306,0.0,57.174095,41.956684,0.15741986,0.5905434,0.25203675,0.0,70.34173,115.40896
270,3.0,2.2911887,0.8779588,0.026207212,0.09583401,0.0,49.664482,65.62026,0.17306541,0.64923596,0.17769861,0.0,62.534386,104.168755
271,3.0,9.555619,0.7873297,0.15896852,0.053701833,0.0,50.07006,55.41278,0.19424155,0.728676,0.07708244,0.0,54.114037,102.414856
272,3.0,3.1330268,0.8350662,0.094637275,0.070296526,0.0,43.430717,79.3395,0.18059376,0.6774778,0.14192845,0.0,65.56286,103.5304
273,3.0,3.5508096,0.8882015,0.01700493,0.09479357,0.0,52.807854,85.7861,0.18958947,0.7112242,0.09918635,0.0,51.884666,98.425415
274,3.0,1.5517623,0.9389391,0.013043114,0.04801777,0.0,47.248924,77.74635,0.17714201,0.6645289,0.15832908,0.0,70.07647,99.59102
275,3.0,3.740953,0.7144541,0.08971236,0.19583352,0.0,65.947075,68.056625,0.1847849,0.6932004,0.122014694,0.0,61.273735,99.10177
276,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278,3.0,2.0653598,0.8784103,0.06263243,0.05895728,0.0,43.717064,35.533348,0.19177094,0.71940774,0.08882129,0.0,53.24154,103.658844
279,3.0,1.7662213,0.8879671,0.036993973,0.0750389,0.0,48.60601,53.502365,0.18070476,0.6778942,0.14140105,0.0,56.188896,105.15245
280,3.0,4.964831,0.609698,0.16215727,0.22814472,0.0,73.03814,63.051353,0.19397108,0.7276613,0.07836758,0.0,55.508263,114.09907
281,3.0,4.126218,0.85878116,0.09765589,0.043562956,0.0,44.44213,25.747292,0.17576043,0.6593461,0.16489345,0.0,65.06042,98.35616
282,3.0,3.3544044,0.92838997,0.027715798,0.043894224,0.0,45.585167,85.4949,0.17641732,0.66181034,0.16177233,0.0,71.31661,100.58987
283,3.0,3.0499656,0.804403,0.017747846,0.17784914,0.0,63.79525,55.489704,0.18172625,0.68172616,0.13654758,0.0,63.176537,99.43914
284,3.0,7.3242307,0.7183467,0.14417133,0.13748197,0.0,59.738914,49.178738,0.1742256,0.65358835,0.17218605,0.0,64.450066,103.0261
285,3.0,4.8792715,0.81355524,0.12839429,0.058050465,0.0,45.67916,33.771866,0.19850674,0.7446764,0.056816854,0.0,45.322197,105.144936
286,3.0,5.533584,0.73698246,0.16061187,0.10240568,0.0,56.306877,34.051846,0.19297521,0.7239255,0.083099335,0.0,56.454277,99.16401
287,3.0,4.2200856,0.8410673,0.008483091,0.1504496,0.0,60.444298,40.05527,0.18332745,0.68773293,0.12893961,0.0,65.783226,100.33578
288,3.0,2.6943111,0.8887034,0.062947474,0.048349116,0.0,40.72921,36.973743,0.18144184,0.68065923,0.13789892,0.0,68.427055,112.61816
289,3.0,2.3832417,0.8640644,0.02579781,0.11013782,0.0,58.675316,72.53735,0.19186269,0.71975195,0.08838539,0.0,60.408348,102.50513
290,3.0,2.4597204,0.7989275,0.061964672,0.13910787,0.0,65.838524,41.520725,0.1987652,0.74564594,0.05558883,0.0,43.889305,103.94625
291,3.0,1.5728021,0.8999501,0.034863155,0.06518678,0.0,48.173393,74.93067,0.18251027,0.68466735,0.13282236,0.0,60.80581,100.119316
292,3.0,2.87561,0.85062414,0.07094537,0.0784305,0.0,45.773155,67.73974,0.18910956,0.7094239,0.10146652,0.0,50.77227,102.659134
293,3.0,1.3030175,0.938376,0.0075816526,0.054042336,0.0,43.138206,38.16613,0.18306585,0.68675154,0.13018258,0.0,62.610497,109.728294
294,3.0,3.7229242,0.82271636,0.02407365,0.15321,0.0,64.86959,49.77881,0.18959759,0.7112547,0.099147715,0.0,60.556725,104.098564
295,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296,3.0,5.9007854,0.70170087,0.22546877,0.07283036,0.0,47.384422,68.173996,0.20059754,0.7525198,0.046882644,0.0,46.026756,117.13675
297,3.0,2.3325558,0.9332869,0.0039147604,0.062798366,0.0,49.75698,92.68803,0.19774552,0.74182075,0.060433753,0.0,51.03997,112.68545
298,3.0,1.469944,0.9032301,0.009773865,0.086996086,0.0,50.505028,27.454391,0.1903886,0.7142221,0.09538931,0.0,58.25518,104.51727
299,3.0,5.2553735,0.79109645,0.058368407,0.15053515,0.0,60.5494,33.913353,0.20036638,0.7516526,0.047981054,0.0,43.404808,114.79382
300,3.0,1.9957286,0.8961156,0.030856004,0.073028386,0.0,55.483696,62.399715,0.18253365,0.6847551,0.13271126,0.0,67.322685,112.49011
301,3.0,3.0224276,0.9093472,0.02539017,0.06526265,0.0,52.3034,32.371758,0.17681502,0.66330224,0.15988272,0.0,67.88714,103.66462
302,3.0,4.915717,0.8332221,0.07787769,0.088900216,0.0,50.55419,105.18095,0.17085819,0.64095587,0.18818596,0.0,64.998405,97.75554
303,3.0,4.083181,0.8776383,0.027318489,0.09504321,0.0,58.034813,42.13586,0.19289081,0.72360885,0.08350036,0.0,46.629112,110.13978
304,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,3.0,1.7804625,0.88364214,0.0025873403,0.11377052,0.0,64.07671,91.03578,0.19902356,0.7466152,0.054361254,0.0,47.905266,99.42942
306,3.0,3.5260983,0.89055336,0.030875962,0.078570664,0.0,55.31237,54.330555,0.17760427,0.66626304,0.15613268,0.0,65.06719,114.34605
307,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,3.0,5.8721657,0.859615,0.052004263,0.088380694,0.0,51.17971,60.58174,0.20064728,0.75270635,0.046646375,0.0,43.774254,107.60328
309,3.0,1.6880633,0.8800112,0.032917585,0.08707122,0.0,47.317314,56.542862,0.18799612,0.7052469,0.10675697,0.0,53.079002,113.959496
310,3.0,2.7568858,0.8362341,0.10066991,0.06309602,0.0,46.701958,32.80618,0.19854103,0.74480504,0.05665394,0.0,49.955254,98.66912
311,3.0,4.4838758,0.76929826,0.036435265,0.19426647,0.0,66.94988,43.471043,0.1887534,0.7080878,0.103158824,0.0,49.080345,110.90561
312,3.0,6.627791,0.80488443,0.055261925,0.13985363,0.0,63.461143,65.51578,0.18686709,0.7010115,0.11212145,0.0,64.89956,116.32681
313,3.0,2.603222,0.9337109,0.022644283,0.043644827,0.0,46.915764,32.987206,0.19822803,0.7436308,0.05814113,0.0,47.74267,113.10966
314,3.0,8.253999,0.6438299,0.1954188,0.1607513,0.0,64.15331,54.956673,0.17278072,0.648168,0.17905124,0.0,73.79504,97.64455
315,3.0,2.0134425,0.9385338,0.0065924027,0.054873843,0.0,40.430626,41.806263,0.18891256,0.70868486,0.102402605,0.0,54.394676,110.617775
316,3.0,1.674201,0.85933286,0.06742704,0.07324007,0.0,51.926567,40.891407,0.20061481,0.7525845,0.046800658,0.0,43.140984,102.321915
317,3.0,5.3476715,0.83269835,0.056609143,0.1106925,0.0,60.32067,45.493164,0.20145445,0.7557344,0.04281116,0.0,34.261192,106.99867
318,3.0,13.11151,0.71961707,0.20574689,0.07463606,0.0,48.82299,54.18368,0.19036667,0.7141398,0.09549351,0.0,60.661552,104.686806
319,3.0,1.7886941,0.87367874,0.03610547,0.09021578,0.0,52.78344,59.327873,0.18476158,0.6931129,0.12212552,0.0,62.372917,104.00228
320,3.0,2.8112288,0.9008051,0.005327598,0.0938673,0.0,61.840965,38.485443,0.19601521,0.7353296,0.06865515,0.0,43.558098,108.19337
321,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
322,3.0,1.7600988,0.8890269,0.014954046,0.096019074,0.0,52.135124,29.629337,0.17879058,0.67071337,0.15049605,0.0,66.26363,98.08542
323,3.0,3.37783,0.80320066,0.08121676,0.11558258,0.0,65.96493,30.312664,0.1829863,0.68645316,0.13056052,0.0,52.777702,101.39926
324,3.0,5.5233865,0.699252,0.18217634,0.11857168,0.0,60.015648,68.817795,0.19004825,0.7129452,0.09700652,0.0,52.022514,110.60503
325,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
326,3.0,8.921191,0.7613877,0.1750784,0.063533865,0.0,48.866417,51.13848,0.17128126,0.64254296,0.18617576,0.0,64.18993,102.634026
327,3.0,4.4392233,0.7141171,0.19429676,0.09158616,0.0,49.846275,73.60506,0.18080519,0.67827094,0.14092386,0.0,60.579216,110.476265
328,3.0,2.1327188,0.82352084,0.0059312806,0.17054787,0.0,66.1289,45.68201,0.19023235,0.7136359,0.09613175,0.0,50.747795,112.88755
329,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330,3.0,8.193467,0.7787725,0.16400759,0.057219926,0.0,51.55355,77.72859,0.17124967,0.64242446,0.1863259,0.0,63.210594,114.74951
331,4.0,2.9266157,0.8324226,0.053186804,0.11439058,0.0,62.987877,62.339977,0.19345897,0.72574025,0.080800764,0.0,51.83355,126.02198
332,4.0,6.3324122,0.80273134,0.12031273,0.07695593,0.0,58.68432,36.807934,0.16073582,0.6029829,0.23628129,0.0,70.75262,140.67493
333,4.0,7.505539,0.78601736,0.15021044,0.063772224,0.0,49.727165,48.085667,0.20498109,0.76896423,0.026054705,0.0,32.779716,124.692406
334,4.0,2.291297,0.9264402,0.009825731,0.063734084,0.0,52.7228,41.685497,0.19514154,0.7320522,0.07280627,0.0,52.003563,136.14081
335,4.0,2.472046,0.92232835,0.0020875237,0.07558413,0.0,56.0718,53.04625,0.1870112,0.70155215,0.11143667,0.0,56.774895,131.78345
336,4.0,4.0533466,0.773196,0.102086544,0.1247175,0.0,59.806755,32.243275,0.1973412,0.740304,0.062354807,0.0,41.78109,130.88647
337,4.0,2.4462757,0.9047426,0.0021522078,0.09310518,0.0,55.49346,76.32631,0.19137815,0.71793425,0.09068761,0.0,57.74047,125.91851
338,4.0,6.317575,0.7044183,0.15966904,0.13591266,0.0,70.11291,49.94425,0.18860815,0.7075429,0.10384892,0.0,61.796745,125.448044
339,4.0,8.105684,0.8823934,0.04671104,0.07089556,0.0,50.981987,73.41867,0.1930509,0.7242094,0.08273968,0.0,55.750755,138.2162
340,4.0,1.9648669,0.9058555,0.009187041,0.084957495,0.0,52.378197,74.661644,0.2000294,0.75038844,0.049582154,0.0,45.720604,135.61671
341,4.0,4.6411433,0.8480292,0.047525115,0.10444568,0.0,56.499565,89.96702,0.17244637,0.64691377,0.18063988,0.0,65.58495,131.47876
342,4.0,2.8381526,0.8935021,0.02951757,0.07698033,0.0,52.126457,90.01891,0.19700292,0.73903495,0.063962124,0.0,50.26763,130.26181
343,4.0,4.752183,0.80259424,0.024092982,0.17331277,0.0,67.14358,128.63936,0.17979,0.6744626,0.1457474,0.0,64.985405,139.54056
344,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
345,4.0,16.75906,0.6352071,0.22179319,0.14299972,0.0,61.650078,58.869087,0.17704426,0.6641622,0.15879351,0.0,64.97616,123.178925
346,4.0,3.966039,0.84143806,0.097664244,0.0608977,0.0,49.45394,105.321625,0.16026838,0.6012293,0.2385023,0.0,72.989494,130.38155
347,4.0,15.536312,0.67245847,0.17151794,0.15602359,0.0,65.746605,77.76816,0.18881375,0.7083142,0.10287208,0.0,50.536186,126.256424
348,4.0,11.627529,0.8174674,0.08630585,0.096226774,0.0,62.62371,38.330715,0.19342323,0.7256061,0.08097067,0.0,55.461082,128.75513
349,4.0,4.1200624,0.8669013,0.09239772,0.04070101,0.0,45.563805,43.394737,0.19567071,0.7340373,0.07029199,0.0,52.70849,132.70937
350,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
351,4.0,8.605645,0.6861226,0.21061543,0.10326196,0.0,54.54885,117.697174,0.18984531,0.71218395,0.097970724,0.0,51.567833,134.5202
352,4.0,2.397989,0.85259306,0.012228252,0.13517869,0.0,63.48757,48.080055,0.20056008,0.75237924,0.04706068,0.0,41.833794,138.69041
353,4.0,6.6423745,0.8551529,0.008025678,0.13682143,0.0,63.839104,97.83368,0.19709498,0.7393803,0.06352469,0.0,52.539696,122.29511
354,4.0,3.6827435,0.8493322,0.100100026,0.05056778,0.0,47.419273,63.615944,0.20099577,0.7540137,0.044990525,0.0,44.430626,133.69003
355,4.0,3.3364375,0.84483266,0.02663609,0.12853125,0.0,59.734184,36.708996,0.19722119,0.73985374,0.06292505,0.0,44.458336,140.06871
356,4.0,5.867079,0.904182,0.009622966,0.086195044,0.0,59.932487,49.236263,0.14130002,0.5300716,0.32862833,0.0,75.31225,136.09854
357,4.0,3.7283967,0.85445344,0.010490276,0.13505629,0.0,59.23986,137.79962,0.19379193,0.72698927,0.079218805,0.0,56.440117,121.028534
358,4.0,1.6530991,0.93133295,0.025422242,0.04324482,0.0,42.928215,83.28295,0.17172283,0.6441995,0.1840777,0.0,68.57934,134.37514
359,4.0,13.217089,0.7540478,0.17790155,0.06805065,0.0,49.84771,149.321,0.17916396,0.672114,0.14872201,0.0,68.62948,125.90687
360,4.0,7.99491,0.8142308,0.07406549,0.11170371,0.0,60.611748,98.22009,0.18989387,0.7123661,0.09774002,0.0,50.952324,131.36084
361,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
363,4.0,18.050426,0.69743705,0.276081,0.026481954,0.0,37.83996,83.86493,0.17935453,0.672829,0.1478165,0.0,60.715294,123.96279
364,4.0,2.7389793,0.8443734,0.08850997,0.06711664,0.0,52.256737,45.407715,0.1703669,0.63911283,0.19052027,0.0,65.838005,134.68881
